brand_name,menu_name,category,nutrition_basis,serving_size_g,calories,protein,carbs,fat,sodium,sugar,saturated_fat,source_url,last_verified_at,recommendation_status,recommendation_reason,allergen_tags,allergen_profile_verified
동원,동원참치 살코기 IN WATER 100g,PROTEIN_SOURCE,PER_SERVING,100,70,17,0,0,430,0,0,https://www.dongwonmall.com/product/detail.do?productId=001425291,2026-06-30,SEARCH_ONLY,,"난류, 우유, 메밀, 땅콩, 고등어, 게, 새우, 돼지고기, 복숭아, 아황산류, 조개류, 오징어, 닭고기, 잣, 토마토, 쇠고기, 밀",true
