source,food_code,recommendation_status,recommendation_reason,last_verified_at,review_source_url,allergen_tags,allergen_profile_verified,allergen_data_source,allergen_confidence_level
MFDS_STANDARD_PROCESSED,P119-204020400-0257,RECOMMENDABLE_WITH_CAUTION,당류 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1985/19850157002164/19850157002164-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-205000200-0461,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2008/2008057106217/2008057106217-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P109-802080200-0090,RECOMMENDABLE_WITH_CAUTION,당류 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2007/20070443110209/20070443110209-1.jpg,토마토,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P103-102020500-0165,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1978/19780614009391/19780614009391-1.jpg,"난류,우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P103-102020500-0164,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1978/19780614009394/19780614009394-1.jpg,"난류,우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-101000100-0171,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1985/198504330151062/198504330151062-1.jpg,"우유,대두,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-101000100-0170,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1985/19850433015476/19850433015476-1.jpg,"우유,대두,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-501000500-0172,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1992/19920444004215/19920444004215-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-100010500-0117,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2008/20080614050244/20080614050244-1.jpg,"난류,우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-100010300-0106,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1972/1972012500119/1972012500119-1.jpg,"난류,우유,대두,밀,돼지고기,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P103-102020500-0154,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2006/2006024237639/2006024237639-1.jpg,"우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-106000100-0900,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001205/19830415001205-1.jpg,"우유,대두,밀,게,새우,쇠고기,오징어",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-106000100-0897,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1990/19900355116237/19900355116237-1.jpg,"대두,밀,토마토",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0759,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2006/20060242376163/20060242376163-1.jpg,"우유,땅콩,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0758,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2006/2006024237627/2006024237627-1.jpg,"난류,우유,대두",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0757,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2006/2006024237628/2006024237628-1.jpg,"우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-203000200-0458,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1997/199704431199/199704431199-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-201020100-0311,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2005/20050405003159/20050405003159-1.jpg,"우유,대두,밀,돼지고기,토마토,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-100010300-0105,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2013/20130405045128/20130405045128-1.jpg,"대두,돼지고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-103010200-0667,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034352/19950364034352-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-101010200-0032,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034349/19950364034349-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-101010200-1772,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034349/19950364034349-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-3297,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051535/19870190051535-1.jpg,"대두,밀,돼지고기,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-0318,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051535/19870190051535-1.jpg,"대두,밀,돼지고기,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-0320,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051537/19870190051537-1.jpg,"대두,밀,돼지고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-201020100-0309,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1993/19930607450108/19930607450108-1.jpg,"난류,대두,밀,돼지고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-600060000-2698,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2010/201005010861/201005010861-1.jpg,"새우,오징어",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-201020100-0315,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2008/200806145846/200806145846-1.jpg,"우유,대두,밀,돼지고기,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P103-102020500-0155,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2015/201506146451/201506146451-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P103-102020500-4129,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2015/201506146451/201506146451-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-405000400-1071,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1971/197102750033906/197102750033906-1.jpg,"우유,땅콩,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P102-104010400-0103,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2005/2005044800128/2005044800128-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P119-401040100-0570,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1976/19760262001255/19760262001255-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P102-301030000-0137,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2015/2015044511121/2015044511121-1.jpg,복숭아,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-207020300-0381,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2002/20020464088202/20020464088202-1.jpg,"대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-207020300-0380,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2002/20020464088203/20020464088203-1.jpg,"대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-101010200-0030,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034350/19950364034350-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-101010200-1771,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034350/19950364034350-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-0315,RECOMMENDABLE_WITH_CAUTION,나트륨 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051540/19870190051540-1.jpg,"대두,밀,새우,돼지고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-207020300-0385,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2002/20020464088199/20020464088199-1.jpg,"대두,밀,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-103010200-0666,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034360/19950364034360-1.jpg,"대두,새우",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-207020300-3910,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2002/20020464088202/20020464088202-1.jpg,"대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P114-101010200-0027,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1995/19950364034358/19950364034358-1.jpg,대두,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-700060000-0041,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2013/20130476004191/20130476004191-1.jpg,"난류,우유,밀,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-0340,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051537/19870190051537-1.jpg,"대두,밀,돼지고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-0338,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051535/19870190051535-1.jpg,"대두,밀,돼지고기,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-302030100-3302,RECOMMENDABLE_WITH_CAUTION,포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1987/19870190051535/19870190051535-1.jpg,"대두,밀,돼지고기,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-207020300-0398,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2002/20020464088201/20020464088201-1.jpg,쇠고기,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-208020300-0164,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2013/20130443168597/20130443168597-1.jpg,"대두,밀,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P113-206020400-8197,RECOMMENDABLE_WITH_CAUTION,나트륨/당류 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2001/2001044505544/2001044505544-1.jpg,"대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P113-206020400-0132,RECOMMENDABLE_WITH_CAUTION,나트륨 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2005/200504150201967/200504150201967-1.jpg,"대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P113-206020400-4349,RECOMMENDABLE_WITH_CAUTION,나트륨/당류 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2001/2001044505544/2001044505544-1.jpg,"대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0734,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2007/2007019959225/2007019959225-1.jpg,"우유,대두,밀,토마토",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0733,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2007/2007019959227/2007019959227-1.jpg,"우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-407000400-0136,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2017/2017008092928/2017008092928-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-003000400-1031,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1988/198803831271350/198803831271350-1.jpg,"난류,우유,대두,밀,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-206020300-0069,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1999/19990364158491/19990364158491-1.jpg,"우유,대두,밀,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-415000400-0149,RECOMMENDABLE_WITH_CAUTION,나트륨/포화지방 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1997/19970311100139/19970311100139-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P116-708070200-0027,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1983/1983019002099/1983019002099-1.jpg,"우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P116-708070200-0026,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1996/1996008035916/1996008035916-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P123-206020300-0072,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1972/197202880023236/197202880023236-1.jpg,"우유,대두,밀,닭고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P124-200020000-0075,RECOMMENDABLE_WITH_CAUTION,당류 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2013/201303580343/201303580343-1.jpg,"난류,우유,대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P101-103000400-0718,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1996/19960375066286/19960375066286-1.jpg,"대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-201020100-0306,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2008/2008040501598/2008040501598-1.jpg,"난류,우유,대두,밀,돼지고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P116-708070200-0028,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359722/19960080359722-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P118-100010700-0223,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2004/2004026203238/2004026203238-1.jpg,"난류,우유,대두,밀,돼지고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-003000400-0101,RECOMMENDABLE_WITH_CAUTION,나트륨 주의,2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1986/19860309018734/19860309018734-1.jpg,"난류,우유,대두,밀,돼지고기,닭고기,쇠고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-009000400-0210,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1971/1971048700257/1971048700257-1.jpg,"난류,우유,대두,밀,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-009000400-0194,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1971/1971048700257/1971048700257-1.jpg,"난류,우유,대두,밀,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-009000400-0021,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1971/1971048700257/1971048700257-1.jpg,"난류,우유,대두,밀,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-009000400-0125,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1971/1971048700257/1971048700257-1.jpg,"난류,우유,대두,밀,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P119-202040200-0179,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2008/20080502002284/20080502002284-1.jpg,우유,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-100010300-0100,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1983/19830262001102/19830262001102-1.jpg,"난류,우유,대두,밀,돼지고기,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-100010300-0099,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1993/19930607450101/19930607450101-1.jpg,"난류,우유,대두,밀,돼지고기,닭고기,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-013000300-0007,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2012/201204870218/201204870218-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P117-100010200-0047,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1998/19980262034120/19980262034120-1.jpg,"난류,우유,대두,밀,돼지고기,조개류",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P108-001000300-0056,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/2012/201204870212/201204870212-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-0121,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1988/1988031100286/1988031100286-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-1778,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1988/1988031100286/1988031100286-1.jpg,밀,true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-2306,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1963/1963014400234/1963014400234-1.jpg,"대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-0116,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1988/19880311002333/19880311002333-1.jpg,"대두,밀",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-0119,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1990/19900275002276/19900275002276-1.jpg,"우유,대두,밀,쇠고기",true,FOODQR,LABEL_DERIVED
MFDS_STANDARD_PROCESSED,P120-104010400-0111,RECOMMENDABLE,"",2026-06-30,http://www.haccp.or.kr/fresh/prdimg/1988/19880311002113/19880311002113-1.jpg,"대두,밀",true,FOODQR,LABEL_DERIVED
