brand_name,menu_name,category,nutrition_basis,serving_size_g,calories,protein,carbs,fat,sodium,sugar,saturated_fat,source_url,last_verified_at,recommendation_status,recommendation_reason,allergen_tags,allergen_profile_verified
롯데리아,소이허니소스,PROCESSED,PER_SERVING,40,85,1,,,340,16,0,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"밀, 대두",true
롯데리아,포테이토(L),PROCESSED,PER_SERVING,148,420,5,,,800,5,4.1,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"대두, 토마토",true
롯데리아,치즈스틱,PROCESSED,PER_SERVING,49,158,8,,,270,1,3.7,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유",true
롯데리아,롱치즈스틱,PROCESSED,PER_SERVING,49,158,8,,,230,0,4,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유",true
롯데리아,통오징어링,PROCESSED,PER_SERVING,97,166,8,,,420,8,0.5,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"오징어, 밀, 달걀, 대두, 토마토",true
롯데리아,지파이 고소한맛(S),PROCESSED,PER_SERVING,128,397,18,,,620,1,6,https://www.lotteria.com/,2026-06-08,RECOMMENDABLE_WITH_CAUTION,공식 영양정보 기준 단백질 15g 이상이나 탄수화물·총지방 미공개 및 나트륨/포화지방 주의,"달걀, 밀, 대두, 닭고기, 땅콩",true
롯데리아,지파이 하바네로(L),PROCESSED,PER_SERVING,160,566,26,,,1370,1,4.2,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 닭고기",true
롯데리아,양념감자(시즈닝미포함),PROCESSED,PER_SERVING,117,360,4,,,510,0,3.7,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,대두,true
롯데리아,양념너겟(시즈닝미포함),PROCESSED,PER_SERVING,114,270,19,,,490,1,3.3,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"쇠고기, 닭고기, 대두, 밀, 우유",true
롯데리아,치킨너겟(소스미포함),PROCESSED,PER_SERVING,114,270,19,,,490,1,3.3,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"쇠고기, 닭고기, 대두, 밀, 우유",true
롯데리아,코울슬로,PROCESSED,PER_SERVING,100,112,1,,,130,12,1,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"대두, 달걀, 우유",true
롯데리아,디지게 매운 돈까스(양념맛),PROCESSED,PER_SERVING,112,290,15,,,670,15,2,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 토마토, 돼지고기",true
롯데리아,디지게 매운 돈까스(디진다맛),PROCESSED,PER_SERVING,112,280,15,,,520,13,2.1,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 쇠고기, 닭고기, 토마토, 돼지고기, 조개류",true
롯데리아,야채라이스 불고기,PROCESSED,PER_SERVING,221,520,18,,,900,5,6,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 쇠고기, 닭고기, 토마토, 돼지고기",true
롯데리아,야채라이스 새우,PROCESSED,PER_SERVING,205,434,11,,,890,3,2.2,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 쇠고기, 토마토, 새우",true
롯데리아,베이컨에그번,PROCESSED,PER_SERVING,159,386,14,,,510,5,8,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 돼지고기, 조개류",true
롯데리아,에그샐러드번,PROCESSED,PER_SERVING,180,446,14,,,590,6,9,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 토마토, 조개류",true
롯데리아,새우 + 치킨버거,PROCESSED,PER_SERVING,321,825,30,,,1520,13,8,https://www.lotteria.com/,2026-06-08,SEARCH_ONLY,,"달걀, 밀, 대두, 우유, 닭고기, 토마토, 새우, 땅콩, 조개류",true
