source,food_code,recommendation_status,recommendation_reason,last_verified_at,review_source_url,allergen_tags,allergen_profile_verified
BRAND_OFFICIAL,동원:동원참치_살코기_in_water_100g,RECOMMENDABLE,,2026-06-30,https://www.dongwonmall.com/product/detail.do?productId=001425291,"난류, 우유, 메밀, 땅콩, 고등어, 게, 새우, 돼지고기, 복숭아, 아황산류, 조개류, 오징어, 닭고기, 잣, 토마토, 쇠고기, 밀",true
